user_id,tenure_months,active_days_30d,sessions_30d,family_members,features_used,support_tickets_90d,price_tier,months_since_last_active,autopay,prior_offers,acquisition_channel,mrr,annual_value
84098,9.2,3,16,4,8,1,1,2.41,0,1,organic,15.09,181.08
84100,7.0,4,14,5,5,0,1,0.65,1,0,organic,15.28,183.36
84106,29.2,3,11,6,4,0,1,1.54,1,0,referral,15.73,188.76
84109,4.6,1,5,1,8,2,0,4.36,1,1,paid_search,8.49,101.88
84112,7.9,0,8,3,3,0,1,0.86,0,0,paid_search,12.5,150.0
84114,14.5,7,23,6,8,1,1,2.89,0,2,paid_search,15.68,188.16
84116,34.3,3,5,3,6,1,1,2.67,1,0,organic,12.51,150.12
84120,3.3,4,14,1,1,1,0,1.92,1,1,organic,8.54,102.48
84127,5.0,0,0,1,5,2,1,3.49,1,0,organic,12.37,148.44
84148,43.5,6,14,4,6,1,1,0.41,1,1,organic,14.16,169.92
84150,22.0,6,15,1,7,1,1,1.76,1,1,referral,12.34,148.08
84154,20.5,1,0,1,3,0,0,1.6,0,3,app_store,7.44,89.28
84156,42.8,4,19,3,5,0,0,1.8,1,1,referral,8.17,98.04
84158,19.0,4,15,3,1,0,0,1.74,0,1,organic,8.35,100.2
84166,18.7,3,7,1,7,1,1,0.6,1,0,paid_search,11.89,142.68
84170,12.1,7,34,2,3,0,0,4.69,1,0,organic,8.87,106.44
84173,16.4,2,5,3,4,0,0,2.37,0,0,app_store,8.45,101.4
84176,28.4,4,5,1,5,0,1,1.28,1,1,paid_search,13.99,167.88
84179,13.7,2,5,1,3,0,1,6.29,1,1,referral,13.01,156.12
84185,15.0,0,2,6,7,0,0,8.46,0,0,referral,9.84,118.08
84187,53.5,6,21,3,3,0,1,3.06,0,0,organic,12.92,155.04
84193,6.1,1,2,5,1,1,2,0.4,1,1,organic,21.69,260.28
84194,5.7,6,14,1,5,0,1,2.3,1,0,referral,12.79,153.48
84198,24.7,2,5,4,4,0,0,2.62,1,2,organic,7.91,94.92
84201,36.8,1,6,6,6,2,1,1.66,1,0,app_store,15.05,180.6
84208,10.2,5,19,6,1,0,0,0.73,1,0,organic,8.86,106.32
84211,0.5,2,3,5,6,1,1,0.2,1,1,referral,14.92,179.04
84226,1.8,5,13,1,8,0,0,2.68,1,2,referral,8.4,100.8
84243,11.8,4,13,4,2,0,0,0.59,0,0,organic,9.54,114.48
84256,23.3,6,19,3,3,0,1,8.8,0,1,paid_search,12.51,150.12
84257,3.5,4,18,6,8,0,0,0.06,0,0,organic,8.55,102.6
84264,18.1,2,18,4,7,0,0,7.11,1,1,paid_search,9.52,114.24
84265,8.8,3,8,6,3,1,0,0.72,0,1,paid_search,8.71,104.52
84270,28.6,4,7,6,4,0,0,0.88,0,0,paid_search,9.74,116.88
84271,23.5,1,8,6,3,1,0,8.21,0,0,paid_search,8.81,105.72
84272,16.7,6,12,4,1,0,0,1.96,1,1,paid_search,9.26,111.12
84273,8.7,0,1,5,1,1,2,5.26,0,1,organic,22.64,271.68
84275,5.2,6,17,2,3,0,0,5.12,1,1,organic,8.35,100.2
84278,41.8,4,11,1,2,0,0,1.32,1,1,organic,8.08,96.96
84280,42.7,7,14,4,6,0,0,2.9,1,2,organic,8.84,106.08
84285,5.5,3,20,4,3,0,0,0.54,1,0,organic,8.49,101.88
84286,4.4,1,5,1,7,0,0,0.68,0,1,organic,8.2,98.4
84298,7.6,0,4,1,6,0,0,0.59,0,0,app_store,8.12,97.44
84305,36.4,4,14,5,7,1,0,3.27,0,1,paid_search,9.19,110.28
84315,3.9,6,23,3,7,1,0,0.93,1,1,referral,8.81,105.72
84316,2.5,3,5,2,2,0,1,5.48,1,0,organic,13.73,164.76
84317,24.7,7,11,2,1,2,0,0.96,0,0,organic,8.87,106.44
84322,34.0,5,21,6,4,1,2,0.61,1,2,paid_search,23.1,277.2
84324,29.4,7,26,2,2,0,1,1.37,0,3,app_store,12.64,151.68
84330,21.9,3,15,2,1,0,1,2.05,1,0,referral,13.08,156.96
84335,22.8,7,33,3,7,1,0,1.54,1,0,app_store,8.17,98.04
84343,9.7,0,0,3,3,0,0,0.16,0,0,organic,8.33,99.96
84344,25.2,2,10,6,3,2,1,0.97,1,0,paid_search,14.04,168.48
84346,46.1,4,10,2,5,0,1,0.77,0,0,app_store,12.45,149.4
84357,4.1,5,15,6,3,0,1,5.95,1,0,paid_search,13.72,164.64
84363,18.5,5,16,3,4,0,0,6.14,1,1,app_store,8.46,101.52
84367,5.9,3,10,5,6,0,0,0.97,1,2,paid_search,8.47,101.64
84375,28.6,5,6,1,6,0,0,1.8,1,1,app_store,7.47,89.64
84378,8.3,2,5,3,8,0,0,4.17,1,0,referral,8.7,104.4
84384,3.9,6,9,2,1,0,1,1.6,0,0,referral,14.41,172.92
84385,1.7,1,0,5,6,0,1,3.4,0,0,referral,15.49,185.88
84387,38.0,3,6,6,6,0,1,1.97,1,0,app_store,15.05,180.6
84388,5.6,2,5,4,6,0,0,5.81,1,0,app_store,9.25,111.0
84398,22.6,2,15,3,7,0,1,4.72,1,0,organic,13.23,158.76
84402,7.0,7,27,5,1,0,1,1.51,1,0,organic,14.9,178.8
84404,17.0,4,17,1,2,0,1,4.68,0,1,paid_search,14.09,169.08
84421,6.4,4,10,3,6,0,2,2.01,1,1,organic,19.65,235.8
84437,30.5,3,13,2,7,0,0,1.81,0,0,organic,8.82,105.84
84438,22.3,2,11,3,6,0,1,1.67,1,2,organic,13.28,159.36
84443,23.5,4,2,5,1,0,1,7.72,1,1,organic,14.95,179.4
84445,9.8,7,22,3,7,0,0,2.37,0,0,organic,8.68,104.16
84449,43.5,2,5,3,4,1,0,6.45,1,1,paid_search,8.6,103.2
84456,4.3,3,4,3,3,1,1,0.81,1,1,organic,15.05,180.6
84457,26.9,1,0,4,2,1,1,2.82,1,0,organic,14.15,169.8
84459,1.5,3,0,2,4,0,1,2.09,1,0,paid_search,12.17,146.04
84468,16.4,4,13,1,8,0,1,1.64,0,0,organic,11.98,143.76
84477,5.4,6,16,4,2,1,1,2.18,1,0,paid_search,13.84,166.08
84479,30.3,1,0,5,1,0,1,1.72,1,1,paid_search,15.77,189.24
84481,26.7,6,16,2,5,0,1,0.06,0,0,app_store,14.6,175.2
84487,8.2,2,6,2,1,0,2,0.93,1,3,paid_search,20.83,249.96
84489,15.9,1,7,3,5,1,1,1.37,1,0,app_store,13.71,164.52
84496,5.4,0,0,5,4,0,1,0.69,1,2,paid_search,15.77,189.24
84500,30.1,4,7,4,2,2,0,3.98,1,2,organic,8.2,98.4
84502,10.3,5,13,3,1,0,2,1.98,1,0,organic,20.61,247.32
84504,16.2,6,13,3,4,1,0,0.58,1,0,organic,7.71,92.52
84510,29.8,3,2,3,1,1,1,0.41,1,2,organic,12.45,149.4
84529,21.1,2,5,4,3,0,1,6.94,0,1,organic,14.57,174.84
84530,12.8,1,5,1,3,1,0,3.22,0,0,paid_search,8.12,97.44
84544,11.8,0,0,3,3,1,0,0.77,1,1,paid_search,8.0,96.0
84549,17.4,6,18,4,6,0,0,2.09,1,2,organic,8.64,103.68
84558,10.0,1,1,2,4,0,1,6.82,1,1,organic,14.01,168.12
84560,11.8,5,16,4,8,1,1,1.01,1,0,referral,15.04,180.48
84564,19.2,6,12,2,7,1,1,4.53,1,1,organic,12.69,152.28
84576,14.3,6,21,4,1,0,1,1.7,1,0,organic,14.0,168.0
84577,11.5,7,20,4,4,1,0,0.23,0,2,app_store,8.73,104.76
84580,18.6,3,0,3,6,0,1,1.91,0,2,referral,13.14,157.68
84584,20.3,5,14,3,1,2,2,1.79,1,2,paid_search,20.57,246.84
84589,7.1,4,10,5,5,0,1,2.43,1,0,organic,13.99,167.88
84591,5.9,5,18,1,5,2,0,1.26,1,1,paid_search,7.7,92.4
84602,17.1,4,14,2,1,1,0,1.06,1,1,organic,8.8,105.6
84611,6.0,0,1,4,7,0,0,1.25,1,1,paid_search,9.56,114.72
84613,20.0,3,17,3,5,0,0,1.7,0,0,referral,8.93,107.16
84614,8.0,2,14,4,4,0,1,1.72,1,0,paid_search,14.8,177.6
84617,14.4,3,14,6,7,0,0,2.37,1,2,paid_search,8.9,106.8
84620,62.3,2,4,2,4,0,1,1.12,1,1,paid_search,12.58,150.96
84623,14.4,3,8,5,2,1,1,0.66,1,0,app_store,13.72,164.64
84625,18.0,6,16,1,7,1,0,2.28,0,0,referral,7.92,95.04
84627,45.4,5,18,2,7,0,1,1.1,1,1,paid_search,12.57,150.84
84634,2.7,2,8,6,1,0,1,0.07,1,0,organic,15.09,181.08
84636,20.4,1,3,3,5,0,0,2.35,0,0,referral,7.75,93.0
84639,19.5,1,1,3,4,1,0,0.63,1,1,app_store,7.7,92.4
84640,5.3,3,10,6,3,0,1,2.88,1,0,app_store,14.27,171.24
84645,46.3,3,14,5,8,0,0,1.29,1,0,organic,9.39,112.68
84646,25.0,2,8,2,6,0,2,1.99,1,0,app_store,18.88,226.56
84651,19.4,5,19,5,4,0,1,7.93,1,0,paid_search,13.24,158.88
84657,18.9,2,20,2,5,1,1,2.11,1,0,referral,12.65,151.8
84658,4.4,7,22,4,6,1,0,2.83,1,1,referral,8.12,97.44
84659,53.6,5,18,5,1,1,1,3.2,0,0,paid_search,14.99,179.88
84668,22.2,2,10,1,8,0,0,4.84,0,2,organic,7.84,94.08
84678,17.0,2,7,5,5,0,0,0.71,0,0,organic,8.53,102.36
84679,15.1,2,2,4,5,0,0,1.81,1,0,paid_search,7.92,95.04
84687,11.8,1,0,1,3,0,1,0.05,1,2,organic,13.03,156.36
84689,7.8,5,14,5,1,1,0,0.23,0,0,organic,9.48,113.76
84690,18.6,4,9,5,5,0,1,1.58,1,0,organic,13.53,162.36
84691,23.1,3,3,5,6,0,0,0.14,1,0,organic,8.18,98.16
84694,12.8,2,1,6,8,0,1,3.77,1,1,app_store,15.58,186.96
84697,4.5,5,25,2,8,0,1,3.9,1,0,organic,12.98,155.76
84703,16.6,3,3,5,8,0,0,2.13,1,1,referral,9.17,110.04
84704,6.6,6,27,6,6,0,0,0.53,1,0,paid_search,9.87,118.44
84705,9.6,4,12,1,6,0,0,1.28,1,0,organic,8.17,98.04
84708,27.1,6,22,1,4,0,2,3.18,0,0,organic,18.3,219.6
84715,29.6,2,4,1,7,0,1,1.88,1,0,paid_search,11.98,143.76
84720,33.2,5,15,6,7,0,1,1.69,0,2,paid_search,16.19,194.28
84722,33.6,1,1,1,8,0,0,2.35,1,0,referral,7.91,94.92
84735,21.4,3,13,6,8,0,0,0.77,1,1,referral,8.89,106.68
84738,9.6,4,7,2,5,1,0,4.53,1,1,referral,8.64,103.68
84739,6.7,3,5,5,5,0,0,3.41,1,1,app_store,8.27,99.24
84744,12.1,2,12,4,8,0,2,1.7,1,0,paid_search,22.0,264.0
84754,23.7,4,8,1,7,0,0,2.4,0,1,organic,8.21,98.52
84756,9.7,3,16,6,5,0,1,3.43,1,1,organic,13.61,163.32
84766,32.3,6,22,5,1,0,0,2.87,1,1,organic,9.03,108.36
84767,8.5,5,16,2,6,0,1,1.38,1,0,paid_search,12.16,145.92
84776,15.3,0,0,4,7,0,0,1.36,1,1,referral,9.24,110.88
84780,25.4,1,6,5,2,1,0,2.5,1,2,paid_search,9.46,113.52
84796,58.7,4,18,6,5,0,0,0.43,1,0,paid_search,9.79,117.48
84801,59.1,5,7,6,8,0,0,0.43,1,1,paid_search,8.5,102.0
84809,25.6,2,5,4,2,0,0,0.84,1,2,paid_search,8.98,107.76
84818,33.2,2,6,1,3,0,0,5.16,1,0,organic,7.97,95.64
84819,22.4,5,11,3,1,0,0,1.58,1,0,organic,7.81,93.72
84823,11.9,4,6,6,2,0,1,2.83,1,0,referral,14.13,169.56
84845,68.5,3,4,6,2,0,1,1.83,0,0,paid_search,14.8,177.6
84848,14.6,3,10,4,6,0,1,4.67,0,1,organic,14.62,175.44
84852,26.4,1,3,3,2,1,0,1.9,1,2,referral,7.66,91.92
84853,14.0,0,9,1,1,1,0,4.82,1,1,referral,7.9,94.8
84855,3.0,6,11,5,2,4,0,2.71,0,0,organic,9.06,108.72
84860,28.5,2,2,4,1,2,0,1.33,1,0,paid_search,9.11,109.32
84862,15.4,6,31,5,4,1,1,0.31,1,0,organic,15.58,186.96
84873,21.2,2,9,6,2,0,0,0.52,0,1,organic,9.75,117.0
84878,1.4,6,15,1,7,0,2,2.29,1,0,organic,20.95,251.4
84880,26.2,2,5,2,1,0,1,2.77,1,0,paid_search,13.08,156.96
84890,9.6,7,10,5,5,0,0,0.23,1,0,app_store,9.79,117.48
84891,18.3,6,12,6,3,0,1,2.86,1,0,paid_search,14.1,169.2
84893,52.9,2,10,1,5,0,1,1.31,1,1,paid_search,14.27,171.24
84896,7.0,1,0,2,7,0,1,1.18,0,1,organic,12.14,145.68
84897,3.3,7,20,5,4,0,2,0.42,1,0,organic,20.95,251.4
84900,5.5,3,21,4,8,0,0,0.11,0,1,paid_search,9.5,114.0
84905,29.8,6,17,1,7,0,1,6.78,0,0,referral,12.93,155.16
84913,28.0,2,8,1,2,1,0,1.49,1,0,organic,8.6,103.2
84922,12.0,4,17,3,3,0,0,0.52,0,0,app_store,9.2,110.4
84927,47.7,6,13,5,4,0,1,0.41,1,0,organic,13.45,161.4
84929,32.9,1,10,2,3,0,0,3.67,1,1,organic,7.44,89.28
84931,2.1,4,22,2,8,0,1,0.45,1,1,organic,14.14,169.68
84945,18.3,5,10,4,1,0,0,1.2,0,1,referral,8.27,99.24
84954,23.8,3,1,4,4,0,0,2.11,0,0,referral,9.09,109.08
84955,9.6,2,4,1,5,0,0,1.78,1,2,referral,7.26,87.12
84959,6.9,2,15,3,2,1,1,0.31,0,0,referral,12.54,150.48
84961,4.6,2,0,4,2,0,1,2.59,1,2,app_store,15.2,182.4
84979,19.6,6,19,3,5,0,0,0.61,0,0,paid_search,7.74,92.88
84985,6.6,3,16,6,4,1,0,2.0,1,1,organic,8.96,107.52
84998,14.8,5,18,2,1,0,0,0.57,1,1,organic,7.57,90.84
85002,10.8,2,6,2,1,1,0,2.98,0,0,paid_search,8.94,107.28
85004,21.2,1,5,6,1,0,0,5.32,1,0,organic,9.96,119.52
85009,17.9,6,4,5,3,1,0,2.1,1,0,organic,8.8,105.6
85012,29.3,4,30,4,7,1,0,0.62,1,3,app_store,9.3,111.6
85016,14.1,5,9,5,5,0,0,0.84,1,1,referral,9.77,117.24
85021,16.1,2,1,2,5,1,1,4.62,0,1,organic,12.2,146.4
85031,20.5,6,16,3,7,0,0,1.68,1,0,referral,8.51,102.12
85039,33.7,6,20,1,4,2,0,2.12,0,1,organic,8.61,103.32
85042,6.7,7,19,6,5,1,0,1.72,0,1,organic,8.81,105.72
85045,41.6,1,9,4,6,0,0,0.45,1,1,organic,8.59,103.08
85047,24.9,5,12,3,4,0,1,0.43,1,1,referral,14.84,178.08
85052,8.8,5,17,1,8,0,2,2.23,1,0,organic,20.15,241.8
85060,13.9,5,22,1,4,0,0,5.48,1,0,paid_search,8.13,97.56
85066,6.0,3,21,3,8,1,1,1.05,0,1,referral,13.8,165.6
85068,13.7,5,12,4,6,0,0,1.77,1,1,organic,8.84,106.08
85072,18.4,0,0,1,1,0,1,2.76,1,0,organic,14.17,170.04
85081,7.8,3,11,5,3,0,0,0.56,1,2,organic,8.39,100.68
85083,2.8,1,15,4,4,1,0,1.2,0,1,referral,9.52,114.24
85088,15.8,5,15,2,3,0,1,1.25,1,0,paid_search,13.84,166.08
85096,32.3,4,14,2,1,1,1,3.6,1,0,organic,13.08,156.96
85101,36.3,6,16,3,5,0,1,0.89,1,0,organic,14.87,178.44
85112,41.7,3,9,1,6,0,0,0.69,0,0,referral,7.48,89.76
85115,42.2,1,11,3,6,0,1,1.87,1,1,paid_search,12.65,151.8
85129,29.4,4,12,4,8,0,0,7.58,1,0,paid_search,9.11,109.32
85135,23.5,1,2,6,6,0,0,2.32,1,0,referral,8.87,106.44
85139,15.1,4,5,5,4,0,2,0.7,1,0,app_store,21.31,255.72
85144,54.8,0,0,6,6,0,0,0.82,1,1,paid_search,9.68,116.16
85148,33.8,2,12,5,5,0,0,0.59,1,0,referral,9.82,117.84
85171,12.8,3,10,3,2,0,0,0.17,0,0,paid_search,9.14,109.68
85175,6.5,3,11,5,2,1,1,1.89,0,0,referral,15.81,189.72
85182,9.7,4,8,3,6,0,0,4.15,1,2,referral,9.17,110.04
85190,20.6,2,8,6,8,0,1,3.39,1,1,organic,15.92,191.04
85197,5.9,5,12,6,3,1,0,3.12,0,1,referral,8.82,105.84
85203,32.6,4,6,2,7,0,0,2.91,1,0,app_store,8.65,103.8
85204,11.2,1,7,1,6,0,1,2.26,0,2,organic,12.1,145.2
85205,10.7,3,4,2,4,0,1,4.06,0,1,organic,13.01,156.12
85215,6.2,4,5,6,6,0,0,1.67,0,1,paid_search,8.68,104.16
85219,37.4,7,16,5,1,0,0,2.24,0,1,organic,9.27,111.24
85228,17.3,4,13,5,2,1,0,2.01,1,1,organic,8.15,97.8
85230,7.6,0,0,5,4,0,2,2.65,1,0,paid_search,21.72,260.64
85232,11.3,5,14,2,1,0,0,0.72,1,2,paid_search,8.79,105.48
85233,27.2,3,4,3,7,1,1,2.4,0,1,paid_search,12.47,149.64
85243,14.5,0,0,1,7,1,0,0.95,1,1,organic,8.59,103.08
85248,37.1,0,0,3,8,0,1,3.04,1,0,organic,13.4,160.8
85256,39.6,5,22,1,6,0,0,0.49,1,0,organic,8.26,99.12
85265,13.7,7,18,6,8,0,0,0.15,1,0,paid_search,8.47,101.64
85269,11.0,2,9,4,2,2,1,1.69,1,1,referral,15.08,180.96
85274,3.1,6,21,6,3,1,0,3.21,1,0,referral,9.17,110.04
85279,9.1,6,16,2,6,1,1,0.21,1,1,organic,12.2,146.4
85284,19.4,5,9,6,8,1,0,1.24,0,0,paid_search,9.52,114.24
85287,31.0,4,15,3,2,0,0,3.7,1,1,app_store,8.19,98.28
85291,8.1,5,6,4,3,0,0,2.3,1,0,app_store,8.31,99.72
85296,5.7,6,20,6,8,1,0,1.76,1,0,organic,9.01,108.12
85301,15.1,5,6,6,2,0,0,0.04,1,0,organic,8.39,100.68
85302,32.1,5,24,5,6,1,0,2.15,0,1,referral,8.55,102.6
85304,40.6,1,4,4,7,0,2,0.31,1,0,organic,20.56,246.72
85306,27.2,3,1,3,8,0,2,2.54,1,0,paid_search,22.01,264.12
85318,16.5,7,22,6,2,0,0,2.35,1,1,organic,9.95,119.4
85319,35.8,7,21,4,8,1,0,2.33,1,0,paid_search,8.25,99.0
85320,6.5,5,26,5,5,0,0,0.85,0,0,organic,8.22,98.64
85321,12.0,7,9,2,8,0,0,2.15,1,0,referral,8.38,100.56
85326,23.3,4,6,3,5,0,1,1.35,1,0,organic,13.28,159.36
85332,7.2,2,11,1,1,0,2,0.8,1,0,referral,20.7,248.4
85335,4.4,4,17,1,3,1,0,2.04,1,0,app_store,7.59,91.08
85338,25.9,2,0,1,1,0,0,4.77,1,1,organic,7.72,92.64
85343,9.5,2,1,3,7,1,0,1.3,1,0,organic,8.9,106.8
85348,13.1,5,16,4,2,1,0,1.9,0,0,paid_search,8.09,97.08
85358,12.4,2,1,6,1,1,1,0.06,1,0,paid_search,13.51,162.12
85360,12.4,4,16,6,2,0,0,4.0,0,2,paid_search,9.42,113.04
85372,38.8,3,11,2,5,0,0,1.04,1,2,paid_search,8.63,103.56
85377,17.3,4,7,1,8,1,0,3.29,0,1,organic,7.83,93.96
85381,22.3,2,6,5,8,0,0,0.25,1,3,organic,8.79,105.48
85383,8.8,1,0,2,3,3,0,1.87,1,0,paid_search,7.6,91.2
85384,38.0,7,16,2,5,0,1,6.39,1,1,paid_search,13.28,159.36
85393,31.0,1,0,5,2,1,0,0.14,1,0,organic,9.69,116.28
85399,9.0,1,0,3,8,0,0,4.54,1,1,referral,8.61,103.32
85400,9.9,4,12,4,1,0,0,1.71,1,1,paid_search,9.16,109.92
85403,16.0,2,5,1,1,0,0,3.38,1,0,referral,8.08,96.96
85408,22.4,1,1,4,3,0,0,4.64,1,1,paid_search,8.17,98.04
85411,14.9,6,14,6,6,0,1,0.51,1,0,organic,13.8,165.6
85417,13.0,4,18,5,8,2,1,4.13,1,0,organic,15.94,191.28
85421,16.2,2,1,1,2,0,1,2.43,1,0,organic,14.23,170.76
85425,25.9,6,5,6,2,0,2,2.19,1,1,paid_search,23.19,278.28
85430,7.6,2,8,2,4,0,1,2.41,1,1,referral,12.39,148.68
85439,15.8,6,15,6,3,1,1,1.15,0,1,organic,13.71,164.52
85440,20.3,1,1,5,3,0,0,7.57,1,1,organic,9.64,115.68
85443,1.6,5,16,1,1,0,1,1.21,1,2,paid_search,12.93,155.16
85448,1.3,1,1,5,4,2,2,0.44,1,1,app_store,21.17,254.04
85450,33.6,1,0,4,7,1,0,2.55,1,0,paid_search,9.28,111.36
85452,18.8,4,2,4,1,0,2,5.1,1,0,organic,20.71,248.52
85459,17.6,4,14,1,6,0,0,2.72,1,1,paid_search,7.5,90.0
85461,46.9,1,0,6,4,0,0,4.98,1,0,referral,8.28,99.36
85471,14.7,7,21,3,4,0,1,0.43,1,0,referral,14.73,176.76
85494,11.5,7,24,3,5,0,1,1.91,1,1,referral,13.21,158.52
85506,33.7,7,32,5,5,0,1,0.2,0,2,paid_search,14.89,178.68
85510,10.5,5,19,6,2,0,1,1.16,1,1,organic,16.41,196.92
85519,14.6,3,8,4,4,1,1,10.28,1,0,paid_search,14.08,168.96
85521,19.0,5,14,4,1,0,1,2.83,1,1,paid_search,14.22,170.64
85536,12.9,2,2,1,1,0,1,3.1,1,1,referral,13.04,156.48
85538,29.7,3,0,5,1,2,2,0.77,0,0,paid_search,21.78,261.36
85544,20.7,4,14,1,4,1,2,5.66,1,0,organic,21.86,262.32
85545,27.5,6,13,2,5,1,0,1.35,0,1,paid_search,7.76,93.12
85547,6.4,7,22,3,6,0,1,3.23,1,1,organic,14.07,168.84
85548,41.0,4,6,4,5,1,2,0.26,1,0,organic,19.92,239.04
85553,8.8,2,10,4,3,1,1,2.93,1,2,app_store,14.5,174.0
85558,6.9,5,20,4,6,0,0,1.34,1,1,organic,9.53,114.36
85559,15.2,1,1,3,3,0,1,1.84,0,0,organic,13.88,166.56
85563,30.0,7,18,1,2,2,0,3.11,1,0,organic,7.53,90.36
85578,22.7,4,19,2,7,1,0,0.95,0,1,paid_search,8.53,102.36
85588,38.2,2,12,2,4,0,0,1.16,1,1,paid_search,8.49,101.88
85593,4.8,4,12,5,2,1,2,2.58,0,1,organic,23.98,287.76
85595,13.1,2,5,4,3,0,0,9.14,0,0,organic,8.42,101.04
85599,24.5,6,19,5,8,0,2,0.34,0,0,paid_search,21.88,262.56
85603,20.4,5,15,5,5,0,2,4.17,0,0,referral,23.79,285.48
85606,20.2,6,33,6,1,0,0,5.86,1,0,app_store,9.43,113.16
85612,36.9,3,18,3,5,1,1,0.84,1,0,referral,12.75,153.0
85614,18.7,4,22,5,3,1,1,1.61,1,1,referral,13.44,161.28
85616,3.5,4,11,4,6,0,1,0.38,1,0,organic,13.87,166.44
85619,19.7,6,15,1,6,0,0,0.97,1,1,organic,8.12,97.44
85621,36.4,5,6,3,3,0,0,1.02,0,0,paid_search,9.23,110.76
85623,27.5,1,12,4,5,0,0,0.99,1,0,organic,8.28,99.36
85645,41.6,4,16,6,8,0,1,1.93,0,0,organic,15.6,187.2
85646,4.5,3,5,5,8,0,1,3.64,1,1,referral,15.4,184.8
85655,25.2,1,14,3,4,1,0,0.51,0,0,organic,8.99,107.88
85659,26.9,7,13,2,2,0,0,0.17,1,1,organic,7.97,95.64
85660,11.7,2,1,2,5,0,1,4.58,1,0,referral,13.0,156.0
85661,2.0,7,23,5,6,0,1,3.9,1,0,paid_search,14.62,175.44
85666,4.7,6,18,1,1,0,0,3.0,1,2,organic,8.1,97.2
85670,18.0,1,2,1,1,0,0,1.97,1,1,organic,7.79,93.48
85671,17.1,7,12,2,2,0,0,2.9,0,0,organic,7.96,95.52
85702,0.1,4,12,6,1,1,1,1.3,1,0,paid_search,14.15,169.8
85705,20.5,3,3,5,6,0,1,5.97,1,0,organic,13.81,165.72
85706,9.3,6,22,4,1,0,0,1.24,0,1,paid_search,9.56,114.72
85713,6.0,1,5,2,2,0,0,1.41,1,0,referral,8.1,97.2
85723,14.9,6,26,3,6,0,0,0.99,1,0,organic,8.96,107.52
85725,4.9,7,23,1,1,0,0,0.74,1,0,paid_search,8.28,99.36
85726,25.9,0,3,4,8,0,1,0.38,1,0,organic,13.46,161.52
85728,20.7,4,10,4,5,0,0,1.14,1,0,organic,8.29,99.48
85733,17.6,7,16,2,5,0,1,10.29,0,0,referral,13.65,163.8
85735,37.8,7,18,6,2,1,0,0.67,1,0,referral,9.8,117.6
85741,13.4,6,22,2,2,1,1,2.48,0,0,paid_search,12.89,154.68
85750,18.0,1,7,1,4,0,1,0.63,1,0,organic,12.96,155.52
85752,15.9,1,0,3,4,1,0,1.04,1,2,paid_search,8.84,106.08
85754,33.3,5,12,2,8,0,0,2.08,1,0,organic,7.47,89.64
85758,23.9,3,10,3,5,2,0,7.78,1,0,organic,8.05,96.6
85760,18.6,3,15,5,4,1,0,3.74,1,0,app_store,8.24,98.88
85761,13.6,6,30,4,2,0,0,0.48,0,2,referral,8.26,99.12
85766,9.5,6,21,4,3,0,1,3.27,0,0,referral,14.0,168.0
85769,48.1,4,18,2,2,1,1,0.51,0,0,organic,13.64,163.68
85777,36.7,0,1,5,8,0,1,3.61,1,0,referral,14.81,177.72
85778,47.1,0,3,4,7,1,1,1.43,1,1,paid_search,15.09,181.08
85780,29.2,3,16,3,4,0,0,0.07,0,2,app_store,7.73,92.76
85787,7.0,4,7,1,2,0,1,1.51,1,0,organic,12.33,147.96
85794,24.1,3,17,2,2,0,0,3.57,1,0,referral,8.81,105.72
85803,9.1,6,20,1,7,0,2,2.67,1,0,organic,20.53,246.36
85809,4.0,1,0,2,4,0,2,0.15,1,0,organic,18.99,227.88
85810,5.1,3,9,2,7,1,0,1.27,0,0,organic,8.21,98.52
85811,16.6,0,1,2,4,1,1,0.56,1,3,organic,13.43,161.16
85812,30.2,2,6,2,8,0,0,7.3,0,0,paid_search,8.78,105.36
85813,19.2,2,13,3,2,0,1,0.13,0,0,organic,13.06,156.72
85819,10.3,4,9,2,8,0,2,4.34,1,0,organic,20.46,245.52
85824,15.3,3,13,3,6,0,0,0.57,1,1,paid_search,8.76,105.12
85831,16.5,3,6,6,4,0,0,5.12,1,0,organic,8.94,107.28
85834,5.7,1,4,3,8,0,2,1.28,1,0,referral,22.44,269.28
85836,10.2,5,15,5,1,1,1,0.26,1,0,organic,15.94,191.28
85847,3.1,5,10,6,2,0,0,0.07,1,0,organic,9.01,108.12
85849,16.2,6,3,4,4,3,0,1.29,1,2,paid_search,9.4,112.8
85859,20.2,3,15,2,4,0,0,2.11,1,1,referral,7.45,89.4
85860,26.0,5,25,1,4,1,0,0.27,1,1,app_store,8.69,104.28
85862,17.7,4,7,2,8,0,1,2.18,1,1,referral,12.61,151.32
85863,7.6,3,7,1,6,1,2,1.85,1,1,paid_search,19.77,237.24
85869,7.6,6,13,6,1,1,0,2.12,1,0,paid_search,10.01,120.12
85870,5.5,0,1,1,8,0,2,0.61,1,0,organic,18.35,220.2
85876,14.2,6,13,6,3,0,0,1.87,1,2,paid_search,9.19,110.28
85884,15.4,3,10,5,7,0,2,0.39,0,0,app_store,23.72,284.64
85885,16.7,3,16,1,3,1,0,1.18,1,0,referral,8.12,97.44
85889,10.8,5,18,6,7,0,0,0.55,1,1,referral,8.37,100.44
85892,2.4,2,1,5,1,0,1,4.42,0,0,organic,15.46,185.52
85894,19.9,4,16,6,4,0,0,4.03,1,0,referral,8.96,107.52
85896,10.8,5,19,6,5,0,1,0.12,1,2,app_store,16.18,194.16
